Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
Serge Hlan,M,28.0,176.0,70.0,France,FRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Long Jump,
Alan Boone Helffrich,M,23.0,178.0,70.0,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Miksa Hellmich,M,24.0,,,Hungary,HUN,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,
Voitto Valdemar Hellstn,M,20.0,160.0,72.0,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,
Voitto Valdemar Hellstn,M,20.0,160.0,72.0,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 200 metres,
Voitto Valdemar Hellstn,M,20.0,160.0,72.0,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,
Voitto Valdemar Hellstn,M,24.0,160.0,72.0,Finland,FIN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 400 metres,Bronze
Voitto Valdemar Hellstn,M,24.0,160.0,72.0,Finland,FIN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 400 metres Relay,
Voitto Valdemar Hellstn,M,28.0,160.0,72.0,Finland,FIN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,
Voitto Valdemar Hellstn,M,28.0,160.0,72.0,Finland,FIN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,
Till Helmke,M,20.0,183.0,80.0,Germany,GER,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 200 metres,
Till Helmke,M,20.0,183.0,80.0,Germany,GER,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,
Till Helmke,M,24.0,183.0,80.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,
"David Peter ""Dave"" Hemery",M,24.0,187.0,72.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres Hurdles,Gold
"David Peter ""Dave"" Hemery",M,24.0,187.0,72.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,
"David Peter ""Dave"" Hemery",M,28.0,187.0,72.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres Hurdles,Bronze
"David Peter ""Dave"" Hemery",M,28.0,187.0,72.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
"Heinrich G. ""Heinz"" Hemmi",M,24.0,,,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,
"Jeffrey ""Jeff"" Henderson",M,27.0,183.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Long Jump,Gold
Paul John Henderson,M,25.0,184.0,81.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,
Paul John Henderson,M,25.0,184.0,81.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,
"Friedrich Walter ""Fritz"" Hendrix",M,21.0,170.0,63.0,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,
"Friedrich Walter ""Fritz"" Hendrix",M,21.0,170.0,63.0,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Ernest John Henley,M,23.0,,,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 400 metres,
Ernest John Henley,M,23.0,,,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Gerhard Hennige,M,28.0,189.0,81.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres Hurdles,Silver
Gerhard Hennige,M,28.0,189.0,81.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
"Wilhelm Marie ""Wim"" Hennings",M,22.0,,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,
Victor Henny,M,20.0,,,Netherlands,NED,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,
Victor Henny,M,20.0,,,Netherlands,NED,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 200 metres,
Victor Henny,M,20.0,,,Netherlands,NED,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 400 metres,
"Markus Antonius ""Mark"" Henrich",M,27.0,185.0,72.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Anson Henry,M,25.0,184.0,82.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,
Anson Henry,M,29.0,184.0,82.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,
Anson Henry,M,29.0,184.0,82.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,
Anthony Henry,M,17.0,171.0,63.0,Antigua and Barbuda,ANT,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,
Anthony Henry,M,17.0,171.0,63.0,Antigua and Barbuda,ANT,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,
Georges Henry,M,28.0,173.0,73.0,France,FRA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 400 metres,
Georges Henry,M,28.0,173.0,73.0,France,FRA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,
Tabarie Joil Henry,M,20.0,185.0,75.0,United States Virgin Islands,ISV,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,
Tabarie Joil Henry,M,24.0,185.0,75.0,United States Virgin Islands,ISV,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres,
Olaf Hense,M,24.0,187.0,74.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,
Craig Daniel Hepburn,M,22.0,175.0,67.0,Bahamas,BAH,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Long Jump,
ngel Valentn de las Heras Lzaro,M,25.0,177.0,67.0,Spain,ESP,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,
ngel Valentn de las Heras Lzaro,M,25.0,177.0,67.0,Spain,ESP,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,
ngel Valentn de las Heras Lzaro,M,33.0,177.0,67.0,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,
Llewellyn George Herbert,M,18.0,184.0,85.0,South Africa,RSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,
Llewellyn George Herbert,M,23.0,184.0,85.0,South Africa,RSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres Hurdles,Bronze
Llewellyn George Herbert,M,23.0,184.0,85.0,South Africa,RSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Llewellyn George Herbert,M,27.0,184.0,85.0,South Africa,RSA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres Hurdles,
Robert Hering,M,26.0,180.0,78.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,
ngel Hernndez Yez,M,26.0,179.0,73.0,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Long Jump,
Roberto Hernndez Prendes,M,25.0,179.0,74.0,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,
Roberto Hernndez Prendes,M,25.0,179.0,74.0,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Roberto Hernndez Prendes,M,29.0,179.0,74.0,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
Yoel Hernndez Reyes,M,22.0,188.0,85.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 110 metres Hurdles,
Yoel Hernndez Reyes,M,26.0,188.0,85.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,
Yuniel Hernndez Solar,M,23.0,185.0,86.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,
Arqumedes Herrera,M,29.0,178.0,76.0,Venezuela,VEN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,
Arqumedes Herrera,M,29.0,178.0,76.0,Venezuela,VEN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 200 metres,
Arqumedes Herrera,M,29.0,178.0,76.0,Venezuela,VEN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,
Hctor Herrera Ortz,M,33.0,185.0,82.0,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Jos Carlos Herrera Vargas,M,26.0,187.0,81.0,Mexico,MEX,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,
Jos Carlos Herrera Vargas,M,30.0,187.0,81.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,
Michael Herrera Flores,M,27.0,178.0,70.0,Cuba,CUB,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,
"Bernhard Erich ""Bernd"" Herrmann",M,20.0,191.0,80.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,
"Bernhard Erich ""Bernd"" Herrmann",M,24.0,191.0,80.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,
"Bernhard Erich ""Bernd"" Herrmann",M,24.0,191.0,80.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Max Herrmann,M,27.0,176.0,67.0,Germany,GER,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,
Max Herrmann,M,27.0,176.0,67.0,Germany,GER,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 200 metres,
Max Herrmann,M,27.0,176.0,67.0,Germany,GER,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 400 metres,
Max Herrmann,M,27.0,176.0,67.0,Germany,GER,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 4 x 100 metres Relay,
Max Herrmann,M,27.0,176.0,67.0,Germany,GER,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 4 x 400 metres Relay,
"Timothy ""Tim"" Hesse",M,24.0,170.0,68.0,Ghana,GHA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,
Paul Hession,M,25.0,184.0,77.0,Ireland,IRL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 200 metres,
Paul Hession,M,29.0,184.0,77.0,Ireland,IRL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,
"George Black ""Buck"" Hester",M,21.0,,,Canada,CAN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,
"George Black ""Buck"" Hester",M,21.0,,,Canada,CAN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,
"George Black ""Buck"" Hester",M,21.0,,,Canada,CAN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,
"George Black ""Buck"" Hester",M,25.0,,,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,
"George Black ""Buck"" Hester",M,25.0,,,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,
"George Black ""Buck"" Hester",M,25.0,,,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 100 metres Relay,
Felix Heuertz,M,25.0,170.0,65.0,Luxembourg,LUX,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,
Felix Heuertz,M,25.0,170.0,65.0,Luxembourg,LUX,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,
Jerzy Hewelt,M,27.0,176.0,63.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres Hurdles,
Michel Hiblot,M,21.0,174.0,60.0,France,FRA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,
Antwon Toritseju Hicks,M,33.0,188.0,80.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,
Jos Jacinto Hidalgo,M,25.0,178.0,68.0,Venezuela,VEN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,
Jos Jacinto Hidalgo,M,25.0,178.0,68.0,Venezuela,VEN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,
Jos Jacinto Hidalgo,M,29.0,178.0,68.0,Venezuela,VEN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres Hurdles,
Jos Jacinto Hidalgo,M,29.0,178.0,68.0,Venezuela,VEN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,
Francis Peter Higgins,M,28.0,179.0,67.0,Great Britain,GBR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 400 metres,
Francis Peter Higgins,M,28.0,179.0,67.0,Great Britain,GBR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
"Terence Langley ""Terry"" Higgins",M,24.0,,,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres,
"Terence Langley ""Terry"" Higgins",M,24.0,,,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 400 metres Relay,
Raymond Eugene Higgs,M,21.0,185.0,76.0,Bahamas,BAH,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Long Jump,
Pierre-Marie Hilaire,M,34.0,183.0,78.0,France,FRA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Peter Burke Hildreth,M,24.0,183.0,64.0,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 110 metres Hurdles,
Peter Burke Hildreth,M,28.0,183.0,64.0,Great Britain,GBR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 110 metres Hurdles,
Peter Burke Hildreth,M,32.0,183.0,64.0,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 110 metres Hurdles,
"Wilfred Reginald ""Will"" Hildreth",M,,,,India,IND,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,
"Wilfred Reginald ""Will"" Hildreth",M,,,,India,IND,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,
Joseph Hilger,M,,,,Luxembourg,LUX,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,
Joseph Hilger,M,,,,Luxembourg,LUX,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,
Joseph Hilger,M,,,,Luxembourg,LUX,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Long Jump,
Clinton Rory Hill,M,24.0,186.0,77.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,
Clinton Rory Hill,M,24.0,186.0,77.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Clinton Rory Hill,M,28.0,186.0,77.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,
George Leroy Hill,M,23.0,180.0,64.0,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,
Guy Hill,M,24.0,182.0,67.0,British Virgin Islands,IVB,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,
Guy Hill,M,24.0,182.0,67.0,British Virgin Islands,IVB,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,
"Thomas Lionel ""Tom"" Hill",M,22.0,186.0,75.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,Bronze
William Hill,M,19.0,189.0,64.0,Hong Kong,HKG,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 200 metres,
William Hill,M,19.0,189.0,64.0,Hong Kong,HKG,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,
William Arthur Hill,M,23.0,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,
William Arthur Hill,M,23.0,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 200 metres,
William Arthur Hill,M,23.0,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,
Arvo Juhani Hilli,M,21.0,186.0,72.0,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres Hurdles,
"Harry Livingston Hillman, Jr.",M,22.0,180.0,66.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 400 metres,Gold
"Harry Livingston Hillman, Jr.",M,22.0,180.0,66.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 400 metres Hurdles,Gold
"Harry Livingston Hillman, Jr.",M,24.0,180.0,66.0,United States,USA,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 400 metres,
"Harry Livingston Hillman, Jr.",M,24.0,180.0,66.0,United States,USA,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,
"Harry Livingston Hillman, Jr.",M,26.0,180.0,66.0,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,Silver
Andrew Hinds,M,24.0,163.0,80.0,Barbados,BAR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,
"Douglas ""Doug"" Hinds",M,26.0,178.0,64.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,
"Douglas ""Doug"" Hinds",M,26.0,178.0,64.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,
Hadley Andrew Hinds,M,22.0,175.0,71.0,Barbados,BAR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 200 metres,
Sterling Dale Hinds,M,22.0,180.0,82.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
"James Ray ""Jim"" Hines",M,22.0,183.0,81.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,Gold
"James Ray ""Jim"" Hines",M,22.0,183.0,81.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Jobst Hirscht,M,24.0,174.0,65.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,
Jobst Hirscht,M,24.0,174.0,65.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Jaime Hitelman Reitich,M,,,,Chile,CHI,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 400 metres,
Jaime Hitelman Reitich,M,,,,Chile,CHI,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,
Dmytro Leonidovych Hlushchenko,M,27.0,187.0,87.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,
Ho Kwan Lung,M,23.0,178.0,66.0,Hong Kong,HKG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,
Ho Thnh Chinh,M,22.0,169.0,60.0,South Vietnam,VNM,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,
Lindel Hodge,M,25.0,188.0,78.0,British Virgin Islands,IVB,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,
Lindel Hodge,M,25.0,188.0,78.0,British Virgin Islands,IVB,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,
Lindel Hodge,M,29.0,188.0,78.0,British Virgin Islands,IVB,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,
Lindel Hodge,M,29.0,188.0,78.0,British Virgin Islands,IVB,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,
Neville Gomez Hodge,M,28.0,172.0,64.0,United States Virgin Islands,ISV,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,
Neville Gomez Hodge,M,28.0,172.0,64.0,United States Virgin Islands,ISV,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,
Neville Gomez Hodge,M,32.0,172.0,64.0,United States Virgin Islands,ISV,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,
Neville Gomez Hodge,M,36.0,172.0,64.0,United States Virgin Islands,ISV,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,
Neville Gomez Hodge,M,36.0,172.0,64.0,United States Virgin Islands,ISV,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,
Bernhard Hoff,M,21.0,176.0,70.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 200 metres,
Bernhard Hoff,M,21.0,176.0,70.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,
Charles Teilmann Hoff,M,21.0,182.0,68.0,Norway,NOR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres,
Arthur Ernst Hoffmann,M,20.0,175.0,64.0,Germany,GER,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,
Arthur Ernst Hoffmann,M,20.0,175.0,64.0,Germany,GER,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 200 metres,
Arthur Ernst Hoffmann,M,20.0,175.0,64.0,Germany,GER,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Long Jump,
Ji Hoffmann,M,28.0,183.0,80.0,Czechoslovakia,TCH,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Long Jump,
Fritz Hofmann,M,24.0,167.0,56.0,Germany,GER,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's 100 metres,Silver
Fritz Hofmann,M,24.0,167.0,56.0,Germany,GER,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's 400 metres,
Fritz Hofmann,M,34.0,167.0,56.0,Germany,GER,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,
Carlos Nazareno Hofmeister,M,26.0,178.0,73.0,Argentina,ARG,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 200 metres,
Carlos Nazareno Hofmeister,M,26.0,178.0,73.0,Argentina,ARG,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,
Franz-Peter Hofmeister,M,24.0,185.0,71.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,
Franz-Peter Hofmeister,M,24.0,185.0,71.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
"Hector Dennis ""Hec"" Hogan",M,25.0,170.0,65.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,Bronze
"Hector Dennis ""Hec"" Hogan",M,25.0,170.0,65.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 200 metres,
"Hector Dennis ""Hec"" Hogan",M,25.0,170.0,65.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 100 metres Relay,
"John Michael Walter ""Mike"" Hogan",M,21.0,185.0,74.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres Hurdles,
"William Peter ""Bill"" Hogenson",M,19.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 100 metres,Bronze
"William Peter ""Bill"" Hogenson",M,19.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 200 metres,Bronze
Hoh Chunde,M,27.0,,,China,CHN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Long Jump,
Rupert L. Hoilette,M,18.0,170.0,64.0,Jamaica,JAM,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,
